AIMSflightid;AIMSaircraftregistration;AIMSflighthours;AIMSflightcycles;AIMSdelays;AIMSdelayedminutes;AIMScancellations;AIMSdate;AMOSscheduledoutofservice;AMOSunscheduledoutofservice
280716-STN-NTE-3571-XY-MBJ;XY-MBJ;0;0;0;0;1;28-07-2016;0.0;0.47
280716-TIV-HEL-9921-XY-IWX;XY-IWX;0;0;0;0;1;28-07-2016;0.0;0.47
280716-WAW-LIN-1574-XY-OFW;XY-OFW;0;0;0;0;1;28-07-2016;0.0;0.47
280716-ZAG-SXB-1283-XY-ALV;XY-ALV;0;1;1;35;0;28-07-2016;0.0;0.47
280716-ZRH-TOS-4643-XY-IOO;XY-IOO;2;1;1;37;0;28-07-2016;21.55;0.0
280810-ACE-OVD-2275-XY-IWX;XY-IWX;0;0;0;0;1;28-08-2010;343.8;0.0
280810-ACE-SXB-4968-XY-FBA;XY-FBA;2;1;1;34;0;28-08-2010;24.0;0.0
280810-BDS-BIO-3351-XY-ALV;XY-ALV;1;1;1;43;0;28-08-2010;0.0;0.47
280810-BIQ-OVD-2618-XY-YAZ;XY-YAZ;1;1;1;14;0;28-08-2010;0.0;0.47
280810-BIQ-ZRH-4683-XY-PZC;XY-PZC;0;0;0;0;1;28-08-2010;0.0;10.81
280810-BLL-ODS-5456-XY-LQZ;XY-LQZ;1;1;1;25;0;28-08-2010;0.0;527.05
280810-BRI-LUX-3865-XY-YTM;XY-YTM;0;0;0;0;1;28-08-2010;362.67;0.0
280810-BRS-SUF-3273-XY-PZC;XY-PZC;0;0;0;0;1;28-08-2010;0.0;10.81
280810-DSA-NUE-5964-XY-OZH;XY-OZH;1;1;1;18;0;28-08-2010;0.0;0.47
280810-HAU-REU-2824-XY-YAZ;XY-YAZ;2;1;1;20;0;28-08-2010;0.0;0.47
280810-KRK-MSQ-4188-XY-YAZ;XY-YAZ;0;0;0;0;1;28-08-2010;0.0;0.47
280810-KTW-HER-8227-XY-IWX;XY-IWX;2;1;1;31;0;28-08-2010;343.8;0.0
280810-LED-PIK-7929-XY-JXR;XY-JXR;0;0;0;0;1;28-08-2010;0.0;0.47
280810-LGG-ESB-9765-XY-IWX;XY-IWX;0;0;0;0;1;28-08-2010;343.8;0.0
280810-LUG-BDS-9573-XY-JXR;XY-JXR;0;0;0;0;1;28-08-2010;0.0;0.47
280810-LUG-TSE-5144-XY-YAZ;XY-YAZ;0;0;0;0;1;28-08-2010;0.0;0.47
280810-MST-BFS-6596-XY-NMY;XY-NMY;0;1;1;42;0;28-08-2010;0.0;1348.17
280810-NCL-CIY-3473-XY-IWX;XY-IWX;0;0;0;0;1;28-08-2010;343.8;0.0
280810-PEG-PUY-6563-XY-YTM;XY-YTM;0;0;0;0;1;28-08-2010;362.67;0.0
280810-SDR-ATH-2287-XY-JXR;XY-JXR;3;1;1;37;0;28-08-2010;0.0;0.47
280810-SJJ-ZAZ-8967-XY-YTM;XY-YTM;3;1;1;11;0;28-08-2010;362.67;0.0
280810-SXB-SAW-3817-XY-CMJ;XY-CMJ;0;0;0;0;1;28-08-2010;0.0;10.81
280810-SZG-ZAG-3799-XY-YTM;XY-YTM;0;0;0;0;1;28-08-2010;362.67;0.0
280810-SZG-ZAG-6143-XY-LQZ;XY-LQZ;0;0;0;0;1;28-08-2010;0.0;527.05
280810-TFS-MXP-4871-XY-FBA;XY-FBA;3;1;1;19;0;28-08-2010;24.0;0.0
280810-TSR-BSL-5659-XY-ZDY;XY-ZDY;2;1;1;28;0;28-08-2010;0.0;10.81
280810-VAA-BOD-1464-XY-ZDY;XY-ZDY;0;0;0;0;1;28-08-2010;0.0;10.81
280811-ADB-LYS-9979-XY-IOO;XY-IOO;0;1;1;13;0;28-08-2011;18.83;0.0
280811-ADB-TFS-1783-XY-OHF;XY-OHF;0;0;0;0;1;28-08-2011;0.0;10.81
280811-BER-GRO-4842-XY-NMY;XY-NMY;0;0;0;0;1;28-08-2011;0.0;0.47
280811-BRE-RMU-6367-XY-FBA;XY-FBA;0;0;0;0;1;28-08-2011;585.22;0.0
280811-DLM-PAD-5853-XY-ZWJ;XY-ZWJ;0;0;0;0;1;28-08-2011;24.0;0.0
280811-DME-BIQ-5274-XY-PZC;XY-PZC;1;1;1;37;0;28-08-2011;0.0;0.47
280811-FAO-TFN-1758-XY-FBA;XY-FBA;2;1;1;17;0;28-08-2011;585.22;0.0
280811-IEV-BGO-4267-XY-ZWJ;XY-ZWJ;0;0;0;0;1;29-08-2011;0.0;1868.15
280811-SJJ-TLN-2474-XY-ZMF;XY-ZMF;0;0;0;0;1;28-08-2011;0.0;0.47
280811-VRN-LNZ-9713-XY-LQZ;XY-LQZ;0;1;1;29;0;28-08-2011;11.33;0.0
280812-AES-DME-2637-XY-JXR;XY-JXR;0;0;0;0;1;28-08-2012;0.0;10.81
280812-ANR-BUD-9289-XY-OZH;XY-OZH;1;1;1;9;0;29-08-2012;24.0;0.0
280812-BJV-LNZ-4563-XY-FBA;XY-FBA;2;1;0;0;0;28-08-2012;0.0;12.77
280812-CRL-TKU-2883-XY-PZC;XY-PZC;0;1;1;24;0;28-08-2012;2.95;0.0
280812-IAS-CTA-5215-XY-OHF;XY-OHF;1;1;1;25;0;28-08-2012;0.0;277.65
280812-JMK-ZAZ-6222-XY-OFW;XY-OFW;0;0;0;0;1;29-08-2012;0.0;1358.67
280812-KTW-AER-8361-XY-LYP;XY-LYP;0;0;0;0;1;28-08-2012;0.0;10.81
280812-LNZ-TSF-2992-XY-ZDY;XY-ZDY;3;1;1;43;0;28-08-2012;24.0;0.0
280812-LYS-DEB-6148-XY-IWX;XY-IWX;3;1;0;0;0;28-08-2012;2.83;0.0
280812-OPO-OVB-5273-XY-NMY;XY-NMY;0;0;0;0;1;28-08-2012;0.0;0.47
280812-SAW-BEG-4971-XY-MBJ;XY-MBJ;0;0;0;0;1;28-08-2012;0.0;10.81
280812-SKP-RNS-8415-XY-ZMF;XY-ZMF;3;1;1;12;0;28-08-2012;0.0;10.81
280812-STR-EMA-6344-XY-OZH;XY-OZH;0;0;0;0;1;28-08-2012;0.0;2124.33
280812-TBS-LIL-1636-XY-CMJ;XY-CMJ;0;0;0;0;1;28-08-2012;0.0;10.81
280812-XRY-DUS-1621-XY-OFW;XY-OFW;1;1;1;41;0;28-08-2012;0.0;10.81
280812-ZTH-HUY-7329-XY-NMY;XY-NMY;0;0;0;0;1;28-08-2012;0.0;0.47
280813-AAL-KUN-6787-XY-OFW;XY-OFW;0;0;0;0;1;28-08-2013;13.53;0.0
280813-ANR-GYD-1874-XY-MBJ;XY-MBJ;2;1;0;0;0;28-08-2013;172.55;0.0
280813-ANR-PRG-8596-XY-LYP;XY-LYP;0;1;0;0;0;28-08-2013;0.0;10.81
280813-BJV-SKP-6866-XY-OHF;XY-OHF;0;0;0;0;1;28-08-2013;24.0;0.0
280813-BOD-SKG-8272-XY-YTM;XY-YTM;0;0;0;0;1;28-08-2013;154.37;0.0
280813-DLM-PUY-1596-XY-MBJ;XY-MBJ;0;0;0;0;1;28-08-2013;172.55;0.0
280813-DUB-FDH-3995-XY-MBJ;XY-MBJ;3;1;1;49;0;28-08-2013;172.55;0.0
280813-DUS-TGD-9631-XY-JXR;XY-JXR;0;0;0;0;1;28-08-2013;0.0;888.7
280813-DUS-VAR-2877-XY-NMY;XY-NMY;0;0;0;0;1;28-08-2013;89.78;0.0
280813-FSC-MXP-2554-XY-FBA;XY-FBA;2;1;1;37;0;28-08-2013;0.0;102.58
280813-LCA-LGG-9998-XY-OHF;XY-OHF;0;0;0;0;1;28-08-2013;24.0;0.0
280813-LEJ-GRQ-4124-XY-OZH;XY-OZH;0;0;0;0;1;28-08-2013;0.0;931.85
280813-LGW-DUS-8982-XY-LYP;XY-LYP;0;0;0;0;1;28-08-2013;0.0;10.81
280813-LIN-PMO-2347-XY-NHZ;XY-NHZ;3;1;1;29;0;28-08-2013;0.0;1003.7
280813-MAD-TRF-2391-XY-PZC;XY-PZC;1;1;1;11;0;28-08-2013;52.3;0.0
280813-REU-TKU-9145-XY-OFW;XY-OFW;3;1;1;18;0;28-08-2013;13.53;0.0
280813-SAW-NOC-1145-XY-FBA;XY-FBA;1;1;1;41;0;28-08-2013;0.0;102.58
280813-SXB-DBV-5556-XY-PZC;XY-PZC;0;0;0;0;1;28-08-2013;52.3;0.0
280814-BJV-CIA-4273-XY-LQZ;XY-LQZ;0;0;0;0;1;28-08-2014;347.0;0.0
280814-BUD-TFN-2555-XY-LYP;XY-LYP;0;0;0;0;1;28-08-2014;1.47;0.0
280814-DBV-KEF-6374-XY-LQZ;XY-LQZ;2;1;0;0;0;28-08-2014;347.0;0.0
280814-EDI-TMP-7919-XY-ZWJ;XY-ZWJ;2;1;1;42;0;28-08-2014;5.37;0.0
280814-EGC-BGO-4971-XY-ZMF;XY-ZMF;3;1;1;16;0;28-08-2014;24.0;0.0
280814-FCO-NYO-4794-XY-JXR;XY-JXR;2;1;1;14;0;28-08-2014;21.02;0.0
280814-GRO-NOC-4495-XY-NHZ;XY-NHZ;0;0;0;0;1;28-08-2014;0.0;0.47
280814-GVA-MAH-8295-XY-LQZ;XY-LQZ;0;0;0;0;1;28-08-2014;347.0;0.0
280814-IBZ-NCL-5427-XY-IOO;XY-IOO;0;0;0;0;1;28-08-2014;0.0;208.0
280814-KIR-LGW-4222-XY-YAZ;XY-YAZ;0;0;0;0;1;28-08-2014;22.67;0.0
280814-MLA-BFS-6361-XY-MBJ;XY-MBJ;1;1;1;46;0;28-08-2014;636.83;0.0
280814-NYO-MMX-6723-XY-NMY;XY-NMY;0;1;1;24;0;28-08-2014;24.0;0.0
280814-PMO-STN-6684-XY-CMJ;XY-CMJ;0;0;0;0;1;28-08-2014;0.0;0.47
280814-PSA-HAM-4154-XY-PZC;XY-PZC;1;1;1;48;0;28-08-2014;602.03;0.0
280814-SEN-STR-3895-XY-FBA;XY-FBA;0;0;0;0;1;28-08-2014;0.0;2070.78
280814-SKG-VNO-9442-XY-MBJ;XY-MBJ;0;0;0;0;1;28-08-2014;636.83;0.0
280814-STR-REU-9623-XY-CMJ;XY-CMJ;1;1;1;20;0;28-08-2014;0.0;0.47
280814-TRN-LHR-2616-XY-OHF;XY-OHF;0;0;0;0;1;28-08-2014;9.82;0.0
280815-GDN-PMI-1484-XY-YAZ;XY-YAZ;3;1;1;21;0;28-08-2015;0.0;0.47
280815-GOA-BDS-4631-XY-CMJ;XY-CMJ;0;0;0;0;1;28-08-2015;24.0;0.0
280815-HER-FDH-9589-XY-ZMF;XY-ZMF;0;1;0;0;0;28-08-2015;24.0;0.0
280815-LEI-AAL-7176-XY-ZMF;XY-ZMF;0;0;0;0;1;28-08-2015;24.0;0.0
280815-MSQ-NAP-9124-XY-ALV;XY-ALV;3;1;1;38;0;29-08-2015;0.0;0.47
280815-NTE-FLR-6914-XY-LYP;XY-LYP;2;1;1;41;0;28-08-2015;0.0;0.47
280815-RUN-IBZ-9172-XY-CMJ;XY-CMJ;0;0;0;0;1;28-08-2015;24.0;0.0
280815-SXB-MMX-6662-XY-IOO;XY-IOO;2;1;1;25;0;28-08-2015;24.0;0.0
280815-SZG-KIR-5747-XY-YAZ;XY-YAZ;0;0;0;0;1;28-08-2015;0.0;0.47
280815-TZX-PSA-7266-XY-PZC;XY-PZC;4;1;1;42;0;28-08-2015;0.0;10.81
280816-ACE-ALC-7491-XY-ZMF;XY-ZMF;0;0;0;0;1;28-08-2016;0.0;1946.33
280816-BIQ-VKO-6316-XY-LYP;XY-LYP;0;0;0;0;1;28-08-2016;0.0;10.81
280816-GDN-ORK-6494-XY-YAZ;XY-YAZ;0;1;0;0;0;28-08-2016;24.0;0.0
280816-GRO-PEG-2857-XY-OFW;XY-OFW;0;1;0;0;0;28-08-2016;626.28;0.0
280816-GYD-NCL-6849-XY-ZWJ;XY-ZWJ;1;1;1;14;0;28-08-2016;0.0;10.81
280816-IEV-ALA-2144-XY-ZWJ;XY-ZWJ;0;0;0;0;1;28-08-2016;0.0;10.81
280816-RTM-FSC-9731-XY-LQZ;XY-LQZ;0;0;0;0;1;28-08-2016;0.0;10.81
280816-SDR-BRS-8469-XY-JXR;XY-JXR;1;1;1;27;0;28-08-2016;232.58;0.0
280816-SEN-PIK-6283-XY-YTM;XY-YTM;0;0;0;0;1;28-08-2016;208.73;0.0
280816-TFS-NRN-6566-XY-YTM;XY-YTM;0;0;0;0;1;28-08-2016;208.73;0.0
280816-TIA-LEJ-8582-XY-IOO;XY-IOO;3;1;1;16;0;28-08-2016;0.0;1019.68
280816-TLL-AGP-3517-XY-ZMF;XY-ZMF;3;1;1;25;0;28-08-2016;0.0;1946.33
280816-TLN-DUB-2876-XY-FBA;XY-FBA;2;1;1;38;0;28-08-2016;0.0;524.5
280816-TRN-RUN-9398-XY-JXR;XY-JXR;0;1;0;0;0;28-08-2016;232.58;0.0
280816-VKO-DUB-6523-XY-NHZ;XY-NHZ;0;0;0;0;1;28-08-2016;0.0;2017.37
280816-VST-RIX-5194-XY-CMJ;XY-CMJ;0;1;0;0;0;28-08-2016;0.0;1469.47
280816-WMI-CFU-9162-XY-ZMF;XY-ZMF;0;0;0;0;1;28-08-2016;0.0;1946.33
280910-AAR-LEJ-6139-XY-ZDY;XY-ZDY;0;0;0;0;1;28-09-2010;0.0;10.81
280910-ALA-JER-8564-XY-OHF;XY-OHF;3;1;1;13;0;28-09-2010;0.0;0.47
280910-AMS-EIN-7377-XY-FBA;XY-FBA;0;0;0;0;1;28-09-2010;0.0;0.47
280910-DSA-ANR-6732-XY-OHF;XY-OHF;2;1;1;9;0;28-09-2010;0.0;0.47
280910-EXT-NOC-6212-XY-ZMF;XY-ZMF;0;0;0;0;1;28-09-2010;3.93;0.0
280910-GVA-ORY-8593-XY-LQZ;XY-LQZ;3;1;1;16;0;28-09-2010;0.0;0.47
280910-HUY-MUC-4451-XY-OZH;XY-OZH;1;1;1;41;0;28-09-2010;0.0;0.47
280910-KSC-BFS-4246-XY-ZDY;XY-ZDY;3;1;1;49;0;28-09-2010;0.0;10.81
280910-LNZ-ALA-7337-XY-OFW;XY-OFW;0;1;1;22;0;28-09-2010;21.1;0.0
280910-MAD-ZAD-2439-XY-PZC;XY-PZC;0;1;1;48;0;28-09-2010;0.0;0.47
280910-MAH-TZL-7937-XY-ALV;XY-ALV;0;0;0;0;1;28-09-2010;0.0;996.95
280910-NYO-PSA-7239-XY-JXR;XY-JXR;3;1;1;29;0;28-09-2010;4.68;0.0
280910-PDL-TLS-8275-XY-CMJ;XY-CMJ;3;1;1;49;0;28-09-2010;1.95;0.0
280910-PSA-RVN-5732-XY-ZWJ;XY-ZWJ;1;1;1;40;0;28-09-2010;0.0;10.81
280910-PUY-FMO-3362-XY-YTM;XY-YTM;1;1;1;20;0;28-09-2010;0.0;10.81
280910-SCQ-MAH-3281-XY-OFW;XY-OFW;1;1;1;25;0;28-09-2010;21.1;0.0
280910-SPU-HAU-3166-XY-YAZ;XY-YAZ;0;1;0;0;0;28-09-2010;12.87;0.0
280910-VLC-LGG-2482-XY-OZH;XY-OZH;0;1;1;13;0;28-09-2010;0.0;0.47
280910-WAW-VNO-7567-XY-LYP;XY-LYP;0;0;0;0;1;28-09-2010;4.43;0.0
280911-BMA-SVO-7393-XY-YTM;XY-YTM;1;1;1;32;0;28-09-2011;0.0;0.47
280911-BOJ-INN-3515-XY-OZH;XY-OZH;0;0;0;0;1;28-09-2011;0.0;10.81
280911-CAG-KIV-1297-XY-YTM;XY-YTM;2;1;1;15;0;28-09-2011;0.0;0.47
280911-CDG-BLL-1723-XY-IOO;XY-IOO;0;0;0;0;1;28-09-2011;0.0;10.81
280911-FDH-LPL-3823-XY-OFW;XY-OFW;0;0;0;0;1;28-09-2011;22.38;0.0
280911-HER-ZAZ-5823-XY-PZC;XY-PZC;0;0;0;0;1;28-09-2011;189.52;0.0
280911-HHN-NUE-8827-XY-ZDY;XY-ZDY;2;1;1;12;0;28-09-2011;0.0;0.47
280911-INI-TZL-7667-XY-MBJ;XY-MBJ;0;0;0;0;1;28-09-2011;0.0;10.81
280911-KRK-GLA-2546-XY-JXR;XY-JXR;0;0;0;0;1;28-09-2011;0.0;0.47
280911-KTW-TSR-1459-XY-PZC;XY-PZC;0;0;0;0;1;28-09-2011;189.52;0.0
280911-KUN-FMM-5621-XY-CMJ;XY-CMJ;2;1;1;35;0;28-09-2011;0.0;10.81
280911-MRS-TXL-7414-XY-FBA;XY-FBA;0;0;0;0;1;29-09-2011;0.0;2034.45
280911-NCE-ZAZ-2197-XY-IWX;XY-IWX;1;1;0;0;0;28-09-2011;0.0;0.47
280911-NUE-FCO-6694-XY-LYP;XY-LYP;0;0;0;0;1;28-09-2011;0.0;0.47
280911-PSR-FRA-3277-XY-YTM;XY-YTM;0;0;0;0;1;28-09-2011;0.0;0.47
280911-REU-WRO-7324-XY-YTM;XY-YTM;2;1;1;35;0;28-09-2011;0.0;0.47
280911-TLL-ZAD-4495-XY-NMY;XY-NMY;0;0;0;0;1;28-09-2011;0.0;0.47
280911-TZL-TZX-3754-XY-ZMF;XY-ZMF;0;0;0;0;1;28-09-2011;0.0;0.47
280911-ZAD-NYO-5744-XY-OFW;XY-OFW;0;0;0;0;1;28-09-2011;22.38;0.0
280912-AAL-KGS-8536-XY-IOO;XY-IOO;0;0;0;0;1;28-09-2012;339.63;0.0
280912-AES-SOF-4586-XY-LQZ;XY-LQZ;1;1;0;0;0;28-09-2012;0.0;740.02
280912-ALC-BRI-2157-XY-NMY;XY-NMY;1;1;1;38;0;28-09-2012;0.0;10.81
280912-FRA-BRE-2161-XY-NHZ;XY-NHZ;1;1;1;25;0;28-09-2012;13.25;0.0
280912-INI-FMO-7617-XY-ZWJ;XY-ZWJ;0;0;0;0;1;29-09-2012;11.67;0.0
280912-NRN-NAP-3878-XY-ZWJ;XY-ZWJ;0;0;0;0;1;28-09-2012;0.0;10.81
280912-OLB-CIY-5384-XY-OFW;XY-OFW;1;1;1;48;0;29-09-2012;0.0;10.81
280912-OTP-SDR-3983-XY-OZH;XY-OZH;0;0;0;0;1;28-09-2012;0.0;671.4
280912-PUY-LUG-4194-XY-FBA;XY-FBA;2;1;1;20;0;28-09-2012;0.0;1868.95
280912-RHO-AMS-6856-XY-ZDY;XY-ZDY;3;1;1;10;0;28-09-2012;0.0;0.47
280912-SCQ-BCN-7954-XY-ALV;XY-ALV;0;0;0;0;1;28-09-2012;0.0;10.81
280912-SVO-MUC-9894-XY-IOO;XY-IOO;0;1;0;0;0;28-09-2012;339.63;0.0
280912-TBS-VAR-4154-XY-JXR;XY-JXR;0;1;1;44;0;28-09-2012;0.0;1963.98
280912-TGD-DSA-2221-XY-YAZ;XY-YAZ;1;1;1;25;0;28-09-2012;0.0;0.47
280912-TLN-FCO-5594-XY-IWX;XY-IWX;0;0;0;0;1;28-09-2012;0.0;0.47
280913-BHX-ARN-2442-XY-ZDY;XY-ZDY;3;1;1;43;0;28-09-2013;0.0;0.47
280913-BJV-DUB-6435-XY-NMY;XY-NMY;0;0;0;0;1;28-09-2013;0.0;4.97
280913-BRI-KSC-5664-XY-IOO;XY-IOO;2;1;0;0;0;28-09-2013;0.0;0.47
280913-DLM-FMM-1717-XY-LQZ;XY-LQZ;1;1;1;22;0;28-09-2013;10.45;0.0
280913-DME-KIR-3859-XY-ALV;XY-ALV;0;0;0;0;1;29-09-2013;0.0;0.47
280913-EDI-CRL-2728-XY-OZH;XY-OZH;0;0;0;0;1;28-09-2013;24.0;0.0
280913-GOA-AES-8576-XY-YTM;XY-YTM;0;0;0;0;1;28-09-2013;479.03;0.0
280913-INN-AYT-5362-XY-OFW;XY-OFW;3;1;0;0;0;28-09-2013;0.0;10.81
280913-LIN-OST-1685-XY-CMJ;XY-CMJ;0;0;0;0;1;28-09-2013;24.0;0.0
280913-ORY-SOF-8178-XY-ZMF;XY-ZMF;1;1;1;13;0;28-09-2013;24.0;0.0
280913-RNS-CAG-9825-XY-ZDY;XY-ZDY;0;0;0;0;1;28-09-2013;0.0;0.47
280913-SEN-TZX-1724-XY-MBJ;XY-MBJ;0;0;0;0;1;28-09-2013;0.0;0.47
280913-TLN-FMO-4823-XY-MBJ;XY-MBJ;2;1;1;18;0;28-09-2013;0.0;0.47
280913-TRF-RHO-4914-XY-ALV;XY-ALV;1;1;1;19;0;28-09-2013;91.62;0.0
280913-TSE-PMI-5291-XY-OHF;XY-OHF;0;0;0;0;1;28-09-2013;0.0;1531.67
280914-BEG-MPL-2337-XY-ZMF;XY-ZMF;2;1;1;29;0;28-09-2014;0.0;10.81
280914-BER-TOS-2282-XY-OHF;XY-OHF;1;1;1;27;0;28-09-2014;9.22;0.0
280914-BOJ-HAJ-7113-XY-FBA;XY-FBA;0;0;0;0;1;28-09-2014;12.2;0.0
280914-BRN-BRI-6353-XY-IWX;XY-IWX;1;1;1;37;0;28-09-2014;0.0;0.47
280914-DRS-FNC-8512-XY-PZC;XY-PZC;0;0;0;0;1;28-09-2014;112.78;0.0
280914-EVN-FSC-6829-XY-JXR;XY-JXR;1;1;1;12;0;28-09-2014;0.0;10.81
280914-FDH-IBZ-1127-XY-IOO;XY-IOO;0;0;0;0;1;28-09-2014;9.88;0.0
280914-IAS-LTN-8722-XY-NHZ;XY-NHZ;0;0;0;0;1;28-09-2014;0.0;10.81
280914-IEV-BTS-2315-XY-OFW;XY-OFW;0;0;0;0;1;28-09-2014;264.67;0.0
280914-INI-HUY-3614-XY-OZH;XY-OZH;1;1;1;37;0;28-09-2014;28.22;0.0
280914-INI-NRN-1781-XY-YAZ;XY-YAZ;0;0;0;0;1;28-09-2014;264.85;0.0
280914-LGG-LCY-8146-XY-ZMF;XY-ZMF;1;1;1;39;0;28-09-2014;0.0;10.81
280914-OVB-ADA-6424-XY-FBA;XY-FBA;2;1;1;48;0;28-09-2014;12.2;0.0
280914-OVD-WAW-3619-XY-MBJ;XY-MBJ;0;0;0;0;1;28-09-2014;10.27;0.0
280914-SNN-BER-4254-XY-NHZ;XY-NHZ;0;0;0;0;1;28-09-2014;0.0;10.81
280914-SOU-CHQ-8335-XY-NMY;XY-NMY;1;1;1;9;0;28-09-2014;15.4;0.0
280914-STR-SZG-4943-XY-ALV;XY-ALV;2;1;1;31;0;29-09-2014;4.88;0.0
280914-TOS-PFO-4728-XY-CMJ;XY-CMJ;0;0;0;0;1;29-09-2014;0.0;0.47
280914-VIE-ZRH-6398-XY-OHF;XY-OHF;2;1;1;47;0;28-09-2014;9.22;0.0
280914-VNO-SVG-8645-XY-ALV;XY-ALV;3;1;1;11;0;28-09-2014;0.0;10.81
280915-ATH-LEJ-8244-XY-LQZ;XY-LQZ;1;1;1;38;0;28-09-2015;4.98;0.0
280915-BIA-BER-1847-XY-ZWJ;XY-ZWJ;0;1;1;25;0;28-09-2015;4.45;0.0
280915-BOD-FUE-4443-XY-OZH;XY-OZH;0;0;0;0;1;28-09-2015;0.0;1167.5
280915-CGN-BJV-7229-XY-LYP;XY-LYP;0;0;0;0;1;28-09-2015;0.0;10.81
280915-FKB-CGN-2893-XY-ZWJ;XY-ZWJ;0;0;0;0;1;28-09-2015;4.45;0.0
280915-LGG-LYS-7649-XY-OZH;XY-OZH;0;0;0;0;1;28-09-2015;0.0;1167.5
280915-LPA-LIN-8398-XY-PZC;XY-PZC;0;0;0;0;1;28-09-2015;0.0;10.81
280915-LPA-SAW-2286-XY-MBJ;XY-MBJ;0;1;1;28;0;28-09-2015;0.0;752.42
280915-NCE-OUL-5973-XY-MBJ;XY-MBJ;0;0;0;0;1;28-09-2015;0.0;752.42
280915-OLB-TMP-3671-XY-IWX;XY-IWX;0;0;0;0;1;28-09-2015;6.33;0.0
280915-SEN-BSL-7972-XY-YAZ;XY-YAZ;0;0;0;0;1;28-09-2015;0.0;10.81
280915-SVQ-ZTH-6382-XY-LQZ;XY-LQZ;0;0;0;0;1;28-09-2015;4.98;0.0
280915-TGD-PIK-2653-XY-FBA;XY-FBA;0;0;0;0;1;29-09-2015;0.0;605.35
280915-TLN-ADB-9762-XY-NHZ;XY-NHZ;2;1;0;0;0;28-09-2015;0.0;1067.12
280916-ADA-FCO-4284-XY-CMJ;XY-CMJ;2;1;1;33;0;28-09-2016;0.0;0.47
280916-BHX-FNC-7975-XY-NMY;XY-NMY;0;0;0;0;1;28-09-2016;0.0;10.81
280916-BRQ-ZAZ-2523-XY-NHZ;XY-NHZ;0;0;0;0;1;28-09-2016;0.0;0.47
280916-BUD-MST-8682-XY-ZDY;XY-ZDY;0;0;0;0;1;28-09-2016;0.0;10.81
280916-FLR-WAW-5676-XY-MBJ;XY-MBJ;0;0;0;0;1;28-09-2016;0.0;3.37
280916-LED-EGC-4644-XY-LQZ;XY-LQZ;0;1;1;22;0;28-09-2016;0.0;688.85
280916-LEI-LGG-1753-XY-LQZ;XY-LQZ;2;1;1;16;0;28-09-2016;0.0;688.85
280916-NCE-MMX-6539-XY-YAZ;XY-YAZ;1;1;0;0;0;28-09-2016;0.0;10.81
280916-OVB-NTE-8573-XY-OHF;XY-OHF;3;1;1;26;0;28-09-2016;0.0;839.18
280916-PRN-TRF-2678-XY-JXR;XY-JXR;0;0;0;0;1;28-09-2016;0.0;872.23
280916-SVO-CDG-5835-XY-MBJ;XY-MBJ;0;0;0;0;1;28-09-2016;0.0;3.37
280916-VAR-OTP-3373-XY-IOO;XY-IOO;0;1;0;0;0;28-09-2016;0.0;0.47
281010-ADB-TIV-7392-XY-LQZ;XY-LQZ;0;0;0;0;1;28-10-2010;546.58;0.0
281010-AGP-MPL-8984-XY-ZDY;XY-ZDY;0;0;0;0;1;28-10-2010;0.0;0.47
281010-AJA-BIQ-6626-XY-OHF;XY-OHF;0;0;0;0;1;28-10-2010;0.0;995.02
281010-BSL-JTR-4647-XY-ZDY;XY-ZDY;0;1;1;24;0;28-10-2010;0.0;0.47
281010-CAG-ZAZ-1668-XY-IOO;XY-IOO;0;0;0;0;1;29-10-2010;0.0;0.47
281010-CPH-BHX-8285-XY-LYP;XY-LYP;2;1;1;46;0;28-10-2010;74.9;0.0
281010-FMM-AGP-4726-XY-PZC;XY-PZC;4;1;1;27;0;28-10-2010;506.62;0.0
281010-KSC-KGS-1328-XY-FBA;XY-FBA;0;0;0;0;1;28-10-2010;0.0;1718.08
281010-NUE-WAW-8854-XY-ZWJ;XY-ZWJ;0;0;0;0;1;28-10-2010;0.0;10.81
281010-OST-TXL-2599-XY-YAZ;XY-YAZ;1;1;1;37;0;28-10-2010;0.0;406.12
281010-PIK-RMU-2234-XY-PZC;XY-PZC;2;1;1;21;0;28-10-2010;506.62;0.0
281010-PMO-GRQ-1761-XY-MBJ;XY-MBJ;1;1;0;0;0;28-10-2010;0.0;250.6
281010-SVG-EXT-5463-XY-ZWJ;XY-ZWJ;0;0;0;0;1;28-10-2010;0.0;10.81
281010-TRF-MST-7732-XY-ZWJ;XY-ZWJ;0;1;1;31;0;28-10-2010;0.0;10.81
281010-ZAG-DSA-9259-XY-JXR;XY-JXR;0;0;0;0;1;28-10-2010;0.0;351.08
281011-ABZ-TFN-5326-XY-PZC;XY-PZC;2;1;1;49;0;28-10-2011;0.0;337.45
281011-ATH-PSA-2839-XY-CMJ;XY-CMJ;0;0;0;0;1;28-10-2011;14.17;0.0
281011-BUD-BLQ-5982-XY-LYP;XY-LYP;0;0;0;0;1;28-10-2011;0.0;1795.3
281011-CTA-KRK-1128-XY-LYP;XY-LYP;0;0;0;0;1;29-10-2011;0.0;10.81
281011-GLA-LEI-3244-XY-NMY;XY-NMY;0;0;0;0;1;28-10-2011;16.15;0.0
281011-HUY-SKG-8818-XY-JXR;XY-JXR;0;0;0;0;1;28-10-2011;0.0;0.47
281011-MSQ-OVB-8687-XY-OFW;XY-OFW;0;0;0;0;1;28-10-2011;215.28;0.0
